a,b,label
0.33,-0.66,-0.21780000000000002
0.76,0.38,0.2888
0.0,0.21,0.0
-0.28,-0.28,0.07840000000000001
-0.63,0.98,-0.6174
-0.25,0.68,-0.17
-0.5,-0.1,0.05
0.77,0.17,0.13090000000000002
0.21,-0.3,-0.063
0.82,0.64,0.5247999999999999
0.26,-0.4,-0.10400000000000001
0.35,-0.41,-0.1435
0.8,0.36,0.288
0.35,0.4,0.13999999999999999
-0.62,-0.16,0.0992
0.41,0.04,0.016399999999999998
0.4,0.34,0.136
0.77,-0.53,-0.4081
-0.82,0.72,-0.5903999999999999
0.33,0.72,0.2376
-0.88,-0.01,0.0088
-0.44,0.06,-0.0264
-0.8,-0.87,0.6960000000000001
0.63,-0.83,-0.5229
0.2,-0.62,-0.124
0.49,0.16,0.0784
-0.52,0.34,-0.1768
0.44,-0.62,-0.2728
-0.62,0.72,-0.44639999999999996
-0.22,0.71,-0.1562
-0.28,0.95,-0.266
0.76,0.34,0.2584
-0.21,0.89,-0.18689999999999998
0.78,-0.78,-0.6084
0.14,-0.44,-0.06160000000000001
-0.98,-0.35,0.34299999999999997
0.19,-0.26,-0.0494
-0.46,-0.86,0.3956
0.14,-0.92,-0.12880000000000003
-0.63,0.63,-0.39690000000000003
0.42,-0.79,-0.3318
0.97,-0.89,-0.8633
-0.78,-0.71,0.5538
-0.45,0.45,-0.2025
-0.8,0.67,-0.536
-0.77,-0.71,0.5467
-0.25,0.61,-0.1525
-0.64,0.05,-0.032
-0.8,0.13,-0.10400000000000001
-0.09,0.76,-0.0684
-0.68,0.21,-0.1428
-0.42,-0.33,0.1386
0.95,0.42,0.39899999999999997
-0.86,-0.34,0.2924
0.07,-0.77,-0.0539
0.01,-0.8,-0.008
0.14,0.62,0.0868
0.25,-0.17,-0.0425
0.37,0.81,0.2997
0.04,-0.74,-0.0296
-0.97,0.06,-0.058199999999999995
0.02,-0.21,-0.0042
0.72,0.35,0.252
-0.75,0.56,-0.42000000000000004
0.45,0.73,0.3285
-0.97,-0.02,0.0194
-0.46,-0.47,0.2162
-0.65,0.85,-0.5525
-0.3,-0.24,0.072
0.89,-0.44,-0.3916
-0.36,-0.26,0.0936
0.96,0.4,0.384
-0.89,0.96,-0.8543999999999999
-0.8,0.36,-0.288
0.55,-0.39,-0.21450000000000002
0.77,0.9,0.6930000000000001
-0.14,0.79,-0.11060000000000002
0.63,-0.46,-0.2898
0.01,-0.36,-0.0036
0.43,0.47,0.20209999999999997
0.12,0.96,0.1152
-0.44,-0.84,0.3696
-0.29,-0.57,0.16529999999999997
0.17,-0.1,-0.017
0.76,-0.67,-0.5092
0.0,-0.99,-0.0
-0.8,-0.63,0.504
-0.44,-0.09,0.039599999999999996
0.48,0.1,0.048
-0.37,0.33,-0.1221
0.88,-0.53,-0.46640000000000004
0.67,0.35,0.2345
0.26,-0.35,-0.091
0.29,0.43,0.12469999999999999
-0.36,-0.25,0.09
0.83,-0.75,-0.6224999999999999
0.69,-0.15,-0.1035
-0.9,0.87,-0.783
-0.19,0.81,-0.1539
-0.4,0.02,-0.008
-0.82,0.1,-0.082
0.75,-0.12,-0.09
0.23,-0.38,-0.0874
-0.48,0.41,-0.19679999999999997
0.53,0.95,0.5035
-0.59,-0.16,0.0944
0.48,0.13,0.0624
0.5,0.22,0.11
0.18,-0.5,-0.09
0.36,-0.53,-0.1908
-0.43,0.96,-0.4128
-0.35,-0.43,0.1505
-0.04,0.15,-0.006
0.68,-0.64,-0.43520000000000003
0.15,0.12,0.018
0.45,0.06,0.027
-0.51,-0.12,0.0612
0.55,-0.63,-0.34650000000000003
-0.74,-0.52,0.38480000000000003
0.3,0.55,0.165
-0.67,-1.0,0.67
0.66,-0.05,-0.033
0.77,0.21,0.1617
0.07,-0.12,-0.008400000000000001
0.92,0.0,0.0
0.61,-0.29,-0.17689999999999997
0.84,-0.49,-0.41159999999999997
-0.49,-0.6,0.294
-0.22,-0.92,0.2024
-0.5,0.3,-0.15
-0.25,-0.65,0.1625
0.24,0.06,0.0144
-0.69,0.34,-0.2346
-0.73,-0.03,0.0219
-0.75,-0.55,0.41250000000000003
-0.5,-0.14,0.07
-0.11,-0.26,0.0286
0.03,-0.82,-0.024599999999999997
0.3,-0.24,-0.072
0.42,-0.68,-0.2856
-0.09,0.4,-0.036
-0.78,0.3,-0.23399999999999999
0.29,-0.69,-0.20009999999999997
-0.16,0.44,-0.0704
0.89,-0.29,-0.2581
0.16,0.84,0.1344
0.1,0.05,0.005000000000000001
-0.59,0.26,-0.1534
-0.67,-0.6,0.402
0.79,0.23,0.18170000000000003
-0.43,0.86,-0.36979999999999996
-0.24,-0.91,0.2184
-0.77,0.8,-0.6160000000000001
-0.33,-0.3,0.099
-0.83,0.55,-0.4565
-0.48,0.03,-0.0144
0.27,-0.44,-0.1188
0.29,0.7,0.20299999999999999
-0.07,0.47,-0.0329
-0.54,0.17,-0.0918
-0.98,0.9,-0.882
-0.53,-0.07,0.03710000000000001
0.52,0.98,0.5096
-0.98,0.7,-0.6859999999999999
-0.22,-0.46,0.1012
0.23,0.72,0.1656
0.17,-0.55,-0.09350000000000001
-0.78,-0.44,0.3432
-0.82,0.94,-0.7707999999999999
0.8,-0.28,-0.22400000000000003
0.62,-0.34,-0.21080000000000002
0.68,0.25,0.17
-0.03,-0.9,0.027
0.35,-0.68,-0.238
0.14,0.39,0.05460000000000001
-0.44,-0.02,0.0088
-0.19,0.67,-0.1273
-0.83,0.51,-0.4233
-0.09,0.93,-0.0837
-0.5,0.47,-0.235
0.01,0.0,0.0
0.83,0.01,0.0083
0.6,0.8,0.48
0.14,-0.26,-0.0364
-0.5,-1.0,0.5
-0.95,-0.88,0.836
0.08,0.2,0.016
0.11,0.17,0.0187
0.26,-0.11,-0.0286
0.95,-0.47,-0.44649999999999995
0.56,0.98,0.5488000000000001
0.62,-0.08,-0.0496
0.6,-0.48,-0.288
-0.53,-0.77,0.4081
-0.43,0.46,-0.1978
-0.79,0.6,-0.474
0.74,-0.93,-0.6882
-0.03,-0.43,0.0129
0.22,0.72,0.15839999999999999
-0.53,0.18,-0.0954
0.53,0.68,0.36040000000000005
0.67,-0.98,-0.6566000000000001
-0.94,-0.45,0.423
-0.7,0.93,-0.651
-0.1,0.53,-0.053000000000000005
0.89,0.04,0.0356
0.76,0.74,0.5624
0.99,-0.53,-0.5247
0.56,-0.61,-0.3416
0.79,-0.19,-0.1501
-0.73,-0.64,0.4672
0.21,-0.41,-0.0861
0.78,0.02,0.015600000000000001
0.76,-0.27,-0.20520000000000002
-0.27,-0.24,0.0648
-0.01,-0.55,0.0055000000000000005
-0.65,-0.79,0.5135000000000001
-0.87,0.02,-0.0174
-0.45,-0.85,0.3825
-0.55,0.7,-0.385
0.92,-0.09,-0.0828
0.83,0.92,0.7636
-0.76,0.73,-0.5548
0.48,-0.35,-0.16799999999999998
-0.25,-0.77,0.1925
-0.42,0.34,-0.1428
0.73,0.84,0.6132
0.49,-0.39,-0.1911
-0.59,-0.44,0.2596
-0.22,-0.94,0.20679999999999998
0.31,-0.7,-0.217
0.17,0.62,0.10540000000000001
0.43,-0.89,-0.3827
-0.1,0.04,-0.004
0.72,-0.72,-0.5184
0.82,0.6,0.49199999999999994
-0.66,-0.67,0.44220000000000004
-0.6,-0.71,0.426
0.19,0.99,0.1881
-0.59,0.85,-0.5015
-0.53,0.68,-0.36040000000000005
-0.76,0.56,-0.42560000000000003
0.46,-0.52,-0.23920000000000002
0.89,0.98,0.8722
-0.72,-0.28,0.2016
0.11,0.4,0.044000000000000004
-0.96,-0.35,0.33599999999999997
-0.49,0.37,-0.1813
0.96,0.8,0.768
0.84,0.38,0.3192
-0.49,0.38,-0.1862
-0.19,0.91,-0.1729
0.07,-0.29,-0.020300000000000002
-0.86,0.17,-0.1462
-0.5,-0.7,0.35
-0.29,-0.33,0.0957
-0.85,-0.47,0.39949999999999997
0.68,-0.83,-0.5644
0.28,0.52,0.1456
-0.28,0.56,-0.15680000000000002
0.86,-0.72,-0.6192
0.32,-0.55,-0.17600000000000002
-0.12,-0.9,0.108
-1.0,-0.18,0.18
0.15,-0.1,-0.015
0.84,0.42,0.35279999999999995
-0.53,0.37,-0.1961
-0.79,-0.13,0.10270000000000001
0.7,0.98,0.6859999999999999
-0.39,-0.21,0.0819
-0.07,-0.84,0.058800000000000005
0.92,0.43,0.3956
0.44,0.24,0.1056
0.99,-0.17,-0.1683
0.59,0.25,0.1475
0.78,0.48,0.3744
-0.34,0.71,-0.2414
-0.91,0.85,-0.7735
-0.12,-0.14,0.016800000000000002
0.06,0.97,0.058199999999999995
0.18,-0.77,-0.1386
-0.51,-0.44,0.22440000000000002
-0.55,-0.82,0.451
-0.95,-0.28,0.266
0.38,-0.43,-0.1634
0.88,0.51,0.44880000000000003
-0.11,0.16,-0.0176
0.59,0.57,0.33629999999999993
0.12,-0.75,-0.09
-0.4,-0.75,0.30000000000000004
-0.05,0.24,-0.012
0.0,0.05,0.0
-0.03,-0.2,0.006
0.09,-0.4,-0.036
-0.07,-0.55,0.038500000000000006
-0.45,-0.96,0.432
-0.87,-0.42,0.3654
0.6,0.84,0.504
-0.87,-0.21,0.1827
0.71,0.81,0.5751000000000001
-0.7,-0.62,0.434
-0.95,0.25,-0.2375
0.23,0.45,0.10350000000000001
0.34,0.92,0.3128
0.38,-0.23,-0.0874
0.14,-0.97,-0.1358
-0.08,0.83,-0.0664
-0.87,0.4,-0.34800000000000003
-0.35,0.71,-0.24849999999999997
-0.66,-0.63,0.4158
0.0,0.75,0.0
-0.61,0.42,-0.2562
0.14,-0.88,-0.12320000000000002
-0.78,-0.65,0.507
-0.85,0.9,-0.765
0.12,-0.51,-0.0612
0.16,0.95,0.152
-0.1,-0.88,0.08800000000000001
-0.57,-0.82,0.4673999999999999
-0.22,0.47,-0.10339999999999999
0.15,0.96,0.144
-0.41,0.82,-0.33619999999999994
0.06,-0.57,-0.034199999999999994
0.01,-0.65,-0.006500000000000001
0.52,-0.14,-0.0728
0.94,-0.45,-0.423
-0.81,0.92,-0.7452000000000001
-0.05,0.87,-0.043500000000000004
0.56,-0.67,-0.37520000000000003
0.94,-0.31,-0.2914
0.67,0.02,0.0134
0.78,0.1,0.07800000000000001
-0.08,0.83,-0.0664
0.92,0.35,0.322
-0.92,-0.12,0.1104
0.38,-0.21,-0.0798
0.31,0.62,0.1922
0.21,0.51,0.1071
-0.94,0.76,-0.7143999999999999
0.59,0.66,0.3894
-0.37,-0.97,0.3589
-0.17,-0.03,0.0051
0.07,0.52,0.0364
-0.78,0.89,-0.6942
0.91,0.29,0.26389999999999997
0.16,-0.96,-0.1536
0.91,-0.45,-0.40950000000000003
0.46,0.76,0.3496
-0.92,-0.83,0.7636
-0.82,-0.52,0.4264
-0.81,-0.1,0.08100000000000002
0.62,0.81,0.5022
0.46,-0.63,-0.2898
0.37,-0.97,-0.3589
0.71,0.35,0.24849999999999997
0.47,0.51,0.2397
0.93,-0.9,-0.8370000000000001
0.91,0.21,0.1911
-0.48,0.47,-0.22559999999999997
-0.15,-0.98,0.147
-0.39,-0.48,0.1872
-0.61,0.17,-0.1037
-0.47,0.78,-0.3666
-0.41,0.17,-0.0697
0.05,0.91,0.045500000000000006
-0.19,-0.42,0.0798
-0.54,-0.23,0.12420000000000002
-0.93,0.94,-0.8742
-0.76,-0.94,0.7143999999999999
-0.48,-0.05,0.024
0.75,-0.34,-0.255
0.95,0.34,0.323
0.19,-0.13,-0.0247
0.84,-0.39,-0.3276
-0.61,-0.14,0.0854
-0.98,-0.13,0.1274
0.59,0.14,0.0826
-0.43,0.44,-0.1892
0.33,-0.61,-0.2013
0.01,0.72,0.0072
0.68,0.38,0.2584
-0.37,0.31,-0.1147
0.18,-0.25,-0.045
0.6,0.58,0.348
0.89,-0.99,-0.8811
0.19,0.36,0.0684
-1.0,-0.35,0.35
0.99,-0.64,-0.6336
0.09,0.34,0.030600000000000002
-0.74,-0.55,0.40700000000000003
0.78,-0.02,-0.015600000000000001
-0.89,-0.64,0.5696
-0.82,-0.62,0.5084
0.54,0.91,0.49140000000000006
0.91,0.81,0.7371000000000001
-0.62,0.27,-0.16740000000000002
0.38,0.77,0.2926
0.77,0.3,0.23099999999999998
0.58,0.57,0.33059999999999995
0.72,0.43,0.3096
-0.41,0.94,-0.38539999999999996
-0.9,0.02,-0.018000000000000002
-0.57,-0.73,0.41609999999999997
-0.07,0.47,-0.0329
0.15,-0.1,-0.015
0.68,0.87,0.5916
0.69,0.08,0.0552
-0.68,0.12,-0.0816
-0.58,-0.3,0.174
-0.41,0.85,-0.3485
-0.1,0.62,-0.062
0.52,-0.88,-0.4576
-0.45,-0.85,0.3825
-0.97,-0.17,0.16490000000000002
0.85,-0.8,-0.68
-0.62,0.52,-0.3224
0.58,0.02,0.0116
-0.1,-0.97,0.097
-0.16,-0.32,0.0512
0.67,0.55,0.36850000000000005
-0.63,0.31,-0.1953
-0.8,0.84,-0.672
0.3,-0.19,-0.056999999999999995
-0.28,-0.7,0.196
0.07,-0.04,-0.0028000000000000004
-0.37,-0.03,0.011099999999999999
-0.17,0.03,-0.0051
0.75,-0.96,-0.72
0.05,0.44,0.022000000000000002
0.48,0.96,0.4608
0.98,-0.46,-0.45080000000000003
0.94,-0.81,-0.7614
-0.82,-0.95,0.7789999999999999
-0.47,-0.66,0.3102
-0.48,-0.83,0.3984
-0.36,0.51,-0.18359999999999999
0.62,-1.0,-0.62
0.51,-0.69,-0.3519
0.59,-0.08,-0.0472
0.99,-0.22,-0.2178
-0.19,0.69,-0.1311
0.67,-0.53,-0.3551
-0.9,-0.26,0.234
-0.43,-0.93,0.39990000000000003
0.53,-0.04,-0.0212
-0.34,0.72,-0.24480000000000002
-0.01,0.52,-0.005200000000000001
-0.68,0.42,-0.2856
-0.46,-0.9,0.41400000000000003
-0.53,0.03,-0.0159
-0.47,-0.09,0.0423
0.01,0.44,0.0044
-0.75,0.43,-0.3225
-0.06,0.85,-0.051
0.23,-0.26,-0.059800000000000006
0.73,0.79,0.5767
0.12,-0.89,-0.10679999999999999
-0.78,-0.19,0.1482
0.91,-0.71,-0.6461
0.67,0.43,0.2881
-0.71,-0.07,0.0497
0.22,0.46,0.1012
-0.71,0.56,-0.3976
-0.08,0.49,-0.0392
0.61,-0.01,-0.0061
0.96,0.11,0.1056
-0.95,-0.37,0.3515
0.74,-0.4,-0.296
0.64,0.46,0.2944
-0.36,-0.16,0.0576
0.3,0.12,0.036
0.31,-0.97,-0.30069999999999997
-0.48,0.83,-0.3984
0.17,0.58,0.09860000000000001
0.0,0.76,0.0
-0.48,-0.73,0.3504
-0.25,0.57,-0.1425
-0.76,0.1,-0.07600000000000001
-0.38,0.52,-0.1976
-0.63,0.54,-0.3402
0.82,0.15,0.12299999999999998
0.52,-0.17,-0.0884
0.52,0.54,0.28080000000000005
0.79,0.21,0.1659
-0.49,-0.53,0.2597
-0.55,0.8,-0.44000000000000006
0.14,-0.21,-0.029400000000000003
-0.89,-0.7,0.623
-0.45,0.89,-0.4005
-0.63,-0.99,0.6237
0.35,-0.94,-0.32899999999999996
-0.62,0.37,-0.2294
0.34,-0.27,-0.0918
0.61,-0.69,-0.42089999999999994
0.84,0.47,0.3948
0.97,-0.85,-0.8245
-0.96,-0.49,0.4704
-0.25,0.22,-0.055
0.48,0.32,0.1536
0.96,0.33,0.3168
0.79,-0.58,-0.4582
0.14,-0.68,-0.09520000000000002
0.06,-0.23,-0.0138
-0.21,0.35,-0.0735
-0.52,-0.93,0.48360000000000003
0.12,-0.18,-0.021599999999999998
-0.25,-0.84,0.21
0.82,-0.03,-0.024599999999999997
-0.36,0.04,-0.0144
-0.33,0.55,-0.18150000000000002
-0.54,-0.41,0.2214
0.92,0.03,0.0276
-0.97,-0.84,0.8148
-0.51,-0.37,0.1887
-0.9,0.26,-0.234
0.01,0.15,0.0015
0.79,-0.15,-0.1185
0.26,-1.0,-0.26
-0.95,0.41,-0.38949999999999996
0.75,0.86,0.645
-0.91,0.89,-0.8099000000000001
-0.54,0.65,-0.35100000000000003
0.22,-0.83,-0.18259999999999998
-0.85,-0.11,0.0935
0.92,-0.27,-0.24840000000000004
0.73,0.71,0.5183
-0.85,0.58,-0.49299999999999994
-0.07,-0.44,0.030800000000000004
0.2,0.71,0.142
0.02,0.71,0.014199999999999999
-0.59,0.28,-0.1652
-0.24,-0.93,0.2232
-0.03,-0.98,0.0294
0.68,0.73,0.4964
-0.39,-0.46,0.1794
0.62,-0.55,-0.341
0.7,0.62,0.434
-0.6,0.18,-0.108
-0.66,-0.33,0.21780000000000002
-0.78,-0.7,0.5459999999999999
-0.25,0.49,-0.1225
0.8,0.56,0.44800000000000006
-0.19,0.23,-0.0437
-0.21,-0.97,0.2037
-0.58,-0.04,0.0232
0.81,-0.28,-0.22680000000000003
-0.57,-0.05,0.028499999999999998
-0.46,-0.37,0.17020000000000002
0.93,0.25,0.2325
-0.2,0.99,-0.198
-0.93,-0.34,0.31620000000000004
0.1,0.52,0.052000000000000005
0.07,0.26,0.0182
-0.17,0.03,-0.0051
0.67,-0.1,-0.067
-0.69,0.14,-0.0966
0.74,0.41,0.3034
-0.76,0.21,-0.1596
0.91,-0.49,-0.4459
0.14,-0.63,-0.08820000000000001
0.93,0.98,0.9114
-0.86,-0.66,0.5676
0.76,0.94,0.7143999999999999
-0.73,0.82,-0.5985999999999999
-0.09,0.58,-0.052199999999999996
0.23,0.31,0.0713
-0.03,0.5,-0.015
0.96,0.21,0.20159999999999997
0.67,0.43,0.2881
0.81,-0.51,-0.4131
-0.33,0.3,-0.099
-0.73,0.21,-0.1533
-0.12,-0.51,0.0612
0.55,0.55,0.30250000000000005
0.0,-0.26,-0.0
0.1,0.68,0.068
0.74,0.32,0.2368
0.57,-0.39,-0.2223
0.91,-0.77,-0.7007
-0.58,-0.14,0.08120000000000001
0.08,0.41,0.032799999999999996
0.0,0.66,0.0
-0.61,0.63,-0.3843
0.9,0.01,0.009000000000000001
-0.19,-0.87,0.1653
-0.63,0.18,-0.1134
0.8,-0.6,-0.48
-0.36,0.95,-0.34199999999999997
0.81,-0.16,-0.12960000000000002
0.1,-0.17,-0.017
0.99,-0.27,-0.26730000000000004
-0.83,0.33,-0.2739
-0.12,0.78,-0.0936
0.01,0.0,0.0
0.86,0.24,0.2064
0.86,-0.68,-0.5848
0.28,0.01,0.0028000000000000004
0.22,-0.36,-0.07919999999999999
0.11,-0.89,-0.0979
-0.96,0.97,-0.9311999999999999
0.47,0.26,0.1222
0.16,-0.21,-0.0336
-0.81,-0.89,0.7209000000000001
-0.66,-0.08,0.05280000000000001
0.2,-0.79,-0.15800000000000003
-0.5,0.57,-0.285
-0.25,-0.14,0.035
-0.92,0.54,-0.4968000000000001
0.14,-0.31,-0.0434
-0.45,-0.16,0.07200000000000001
0.36,-0.1,-0.036
-0.05,0.01,-0.0005
-0.01,0.53,-0.0053
-0.15,0.53,-0.0795
-0.39,-0.54,0.2106
0.73,0.82,0.5985999999999999
-0.87,-0.84,0.7308
-0.48,-0.33,0.1584
0.06,0.47,0.028199999999999996
-0.33,0.65,-0.21450000000000002
-0.83,-0.87,0.7221
0.82,-0.75,-0.615
0.36,-0.48,-0.17279999999999998
-0.07,0.47,-0.0329
-0.2,-0.18,0.036
-0.76,-0.12,0.0912
-0.1,-0.24,0.024
-0.93,-0.58,0.5394
-0.34,0.75,-0.255
-1.0,0.97,-0.97
-0.32,0.14,-0.044800000000000006
0.97,-0.09,-0.08729999999999999
0.33,0.48,0.1584
0.38,-0.54,-0.20520000000000002
-0.57,0.42,-0.23939999999999997
-0.76,-0.77,0.5852
-0.9,0.98,-0.882
-0.67,0.74,-0.4958
0.45,0.38,0.171
-0.9,0.12,-0.108
0.3,-0.66,-0.198
0.12,-0.29,-0.0348
0.74,0.11,0.0814
0.04,-0.48,-0.0192
-0.99,0.75,-0.7424999999999999
0.0,0.54,0.0
0.59,0.72,0.42479999999999996
0.14,0.91,0.1274
0.75,0.03,0.0225
-0.45,-0.59,0.2655
0.74,0.7,0.518
-0.4,-0.89,0.35600000000000004
0.0,-0.84,-0.0
-0.69,0.19,-0.1311
-0.87,0.54,-0.46980000000000005
-0.81,0.22,-0.17820000000000003
-0.54,0.27,-0.1458
-0.78,0.85,-0.663
0.01,0.3,0.003
0.75,0.43,0.3225
0.79,-0.34,-0.2686
0.93,0.92,0.8556
-0.13,0.68,-0.0884
-0.32,-0.03,0.0096
0.67,0.38,0.2546
0.46,0.84,0.3864
0.2,0.74,0.148
0.23,0.25,0.0575
0.76,0.9,0.684
0.33,0.22,0.0726
0.33,-0.02,-0.006600000000000001
0.05,-1.0,-0.05
0.85,0.61,0.5185
0.24,-0.63,-0.1512
-0.88,0.17,-0.1496
0.77,0.59,0.4543
-0.28,0.52,-0.1456
0.92,-0.41,-0.3772
-0.93,0.13,-0.12090000000000001
0.94,-0.57,-0.5357999999999999
-0.14,-0.7,0.098
0.53,-0.09,-0.0477
-0.55,-0.98,0.539
0.14,-0.98,-0.13720000000000002
-0.61,-0.32,0.1952
0.36,0.69,0.24839999999999998
-0.01,-0.85,0.0085
0.59,-0.69,-0.40709999999999996
0.93,-0.1,-0.09300000000000001
-0.11,0.55,-0.060500000000000005
-0.74,-0.71,0.5254
-0.69,0.8,-0.5519999999999999
0.17,-0.88,-0.1496
0.21,-0.04,-0.0084
0.44,-0.76,-0.33440000000000003
0.66,0.99,0.6534
-0.85,-0.16,0.136
0.38,0.95,0.361
-0.65,-0.68,0.44200000000000006
-0.06,0.07,-0.004200000000000001
0.69,-0.46,-0.3174
0.28,-0.07,-0.019600000000000003
-0.04,0.26,-0.010400000000000001
0.64,0.37,0.2368
-0.83,0.25,-0.2075
-0.59,0.55,-0.3245
0.42,0.8,0.336
-0.23,-0.05,0.011500000000000002
-0.5,-0.6,0.3
0.42,0.52,0.2184
-0.91,0.32,-0.2912
0.59,-0.97,-0.5722999999999999
-0.29,0.79,-0.2291
0.3,0.12,0.036
0.92,0.7,0.644
-0.1,-0.74,0.074
0.14,-0.22,-0.030800000000000004
0.61,-0.26,-0.1586
0.55,0.1,0.05500000000000001
0.54,0.07,0.03780000000000001
0.12,0.9,0.108
0.86,0.55,0.47300000000000003
0.01,-0.33,-0.0033000000000000004
0.04,0.73,0.0292
0.66,-0.87,-0.5742
0.2,0.99,0.198
-0.31,-0.48,0.1488
0.99,-0.91,-0.9009
0.1,-0.02,-0.002
-0.81,-0.12,0.09720000000000001
0.87,-0.89,-0.7743
-0.28,-0.42,0.11760000000000001
0.56,0.72,0.4032
0.9,0.75,0.675
-0.98,0.37,-0.3626
-0.03,-0.46,0.0138
0.68,0.65,0.44200000000000006
0.25,-0.94,-0.235
-0.84,-0.89,0.7475999999999999
0.64,-0.75,-0.48
-0.58,0.53,-0.3074
-0.99,-0.53,0.5247
-0.96,0.92,-0.8832
0.67,0.88,0.5896
-0.66,0.74,-0.4884
-0.19,0.52,-0.0988
0.57,-0.95,-0.5415
-0.65,-0.09,0.058499999999999996
0.0,-0.18,-0.0
0.16,-0.59,-0.0944
0.56,0.4,0.22400000000000003
0.86,0.4,0.34400000000000003
-0.6,0.27,-0.162
0.53,0.43,0.22790000000000002
0.77,-0.61,-0.4697
0.3,0.3,0.09
0.6,-0.12,-0.072
-0.11,-0.6,0.066
0.98,-0.49,-0.48019999999999996
0.74,-0.68,-0.5032
0.76,-0.84,-0.6384
0.35,0.43,0.1505
-0.32,-0.84,0.2688
-0.57,0.97,-0.5529
0.98,0.93,0.9114
-0.11,0.46,-0.0506
0.05,-0.67,-0.0335
-0.04,-0.03,0.0012
-0.4,0.07,-0.028000000000000004
-0.29,0.45,-0.1305
-0.17,0.8,-0.136
-0.46,-0.48,0.2208
-0.74,0.26,-0.19240000000000002
0.02,0.18,0.0036
0.9,0.18,0.162
-0.85,0.05,-0.0425
0.81,0.63,0.5103000000000001
-0.56,0.86,-0.48160000000000003
-0.14,0.09,-0.0126
-0.43,-0.34,0.1462
-0.38,-0.27,0.10260000000000001
-0.86,-0.19,0.1634
-0.14,-0.42,0.058800000000000005
0.69,-0.85,-0.5864999999999999
0.2,-0.21,-0.042
-0.41,0.52,-0.2132
-0.12,-0.73,0.0876
-0.62,-0.47,0.2914
-0.15,-0.98,0.147
0.06,-0.43,-0.0258
0.2,0.2,0.04000000000000001
-0.33,-0.85,0.2805
0.63,0.42,0.2646
-0.94,-0.86,0.8083999999999999
-0.23,0.07,-0.016100000000000003
-0.66,-0.14,0.09240000000000001
0.47,-0.25,-0.1175
0.98,-0.23,-0.22540000000000002
0.82,-0.68,-0.5576
0.03,0.07,0.0021000000000000003
-0.78,-0.62,0.48360000000000003
-0.8,-0.34,0.272
0.76,-0.45,-0.342
0.64,0.6,0.384
-0.29,0.58,-0.1682
-0.44,0.07,-0.030800000000000004
-0.5,-0.87,0.435
0.62,-0.84,-0.5207999999999999
0.02,-0.85,-0.017
0.42,0.97,0.4074
0.76,-0.95,-0.722
-0.04,-0.58,0.0232
-0.06,-0.31,0.0186
-0.06,-0.17,0.0102
0.77,0.94,0.7238
0.16,0.58,0.0928
-0.48,-0.39,0.1872
-0.79,-0.88,0.6952
-0.65,-0.87,0.5655
0.99,-0.63,-0.6237
-0.35,0.98,-0.34299999999999997
-0.62,0.51,-0.3162
0.23,0.41,0.0943
-0.63,0.96,-0.6048
0.92,-0.53,-0.48760000000000003
-0.74,0.78,-0.5772
0.79,-0.45,-0.35550000000000004
-0.48,0.76,-0.3648
-0.84,0.29,-0.24359999999999998
-0.06,-0.09,0.005399999999999999
-0.86,-0.81,0.6966
0.88,-0.52,-0.4576
0.91,0.28,0.2548
-0.66,0.59,-0.3894
-0.66,-0.43,0.2838
-0.18,-0.5,0.09
-0.68,-0.81,0.5508000000000001
0.95,-0.84,-0.7979999999999999
0.76,0.2,0.15200000000000002
0.38,0.41,0.1558
0.47,0.29,0.13629999999999998
-0.99,-0.61,0.6039
-0.03,0.75,-0.0225
0.1,0.54,0.054000000000000006
0.97,0.18,0.17459999999999998
-0.99,-0.21,0.2079
0.14,0.78,0.10920000000000002
0.72,-0.07,-0.0504
0.26,0.56,0.1456
0.51,0.37,0.1887
-0.22,0.3,-0.066
-0.17,0.32,-0.054400000000000004
0.39,-0.13,-0.0507
-0.05,-0.44,0.022000000000000002
-0.13,-0.93,0.12090000000000001
-0.78,-0.92,0.7176
0.49,-0.89,-0.4361
-0.81,0.39,-0.3159
0.11,-0.79,-0.0869
0.19,-0.73,-0.1387
-0.17,0.84,-0.1428
-0.72,0.55,-0.396
0.53,0.61,0.32330000000000003
0.87,0.77,0.6699
-0.78,0.91,-0.7098000000000001
0.06,-0.39,-0.0234
0.58,-0.63,-0.3654
0.61,0.61,0.3721
-0.34,-0.76,0.2584
-0.97,-0.24,0.23279999999999998
0.53,-0.41,-0.2173
0.33,-0.08,-0.026400000000000003
-0.15,0.63,-0.0945
-0.73,0.61,-0.4453
-0.99,-0.68,0.6732
0.88,-0.35,-0.308
0.94,-0.14,-0.1316
-0.58,-0.92,0.5336
0.79,-0.62,-0.4898
0.34,-0.4,-0.136
0.39,0.37,0.1443
-0.17,-0.86,0.1462
0.76,-0.75,-0.5700000000000001
0.35,-0.93,-0.3255
0.73,-0.28,-0.20440000000000003
0.43,-0.01,-0.0043
-0.81,0.96,-0.7776000000000001
-0.72,-0.02,0.0144
0.75,0.23,0.17250000000000001
-0.26,0.67,-0.17420000000000002
0.7,-0.54,-0.378
-0.81,-0.01,0.008100000000000001
0.46,-0.65,-0.29900000000000004
0.65,0.56,0.36400000000000005
0.82,0.04,0.032799999999999996
0.51,-0.95,-0.4845
-0.02,0.17,-0.0034000000000000002
0.82,0.95,0.7789999999999999
0.26,0.18,0.0468
0.25,-0.67,-0.1675
